ticker,direction,strategy,entry_time,exit_time,entry_price,exit_price,contracts,delta,underlying_entry,underlying_exit,pnl_pct,pnl_dollars,exit_reason,strength,hold_min,rsi_entry,bb_pct_b,adx_entry,vwap_sd
SPY,CALL,MEAN_REVERSION,2025-09-29T13:05:00-04:00,2025-09-29T13:15:00-04:00,2.5558,2.4928,10,0.450,662.62,662.48,-0.0246,-63.00,TIME_STOP,45,10.0,27.7,-0.038,25.4,-2.16
SPY,CALL,MEAN_REVERSION,2025-09-29T15:08:00-04:00,2025-09-29T15:15:00-04:00,2.5561,2.2456,10,0.450,662.69,662.00,-0.1215,-310.50,STOP_LOSS,54,7.0,23.4,-0.320,18.4,-1.39
SPY,CALL,MEAN_REVERSION,2025-09-30T10:38:00-04:00,2025-09-30T10:48:00-04:00,2.5534,3.1114,10,0.450,661.98,663.22,0.2185,558.00,TIME_STOP,75,10.0,31.9,-0.155,8.0,-2.51
SPY,CALL,MEAN_REVERSION,2025-09-30T13:23:00-04:00,2025-09-30T13:33:00-04:00,2.5540,2.5630,10,0.450,662.15,662.17,0.0035,9.00,TIME_STOP,38,10.0,21.6,0.014,18.6,-1.40
SPY,CALL,MEAN_REVERSION,2025-10-07T10:29:00-04:00,2025-10-07T10:39:00-04:00,2.5892,2.4902,10,0.450,671.27,671.05,-0.0382,-99.00,TIME_STOP,69,10.0,22.5,-0.088,24.6,-2.57
SPY,CALL,MEAN_REVERSION,2025-10-07T14:03:00-04:00,2025-10-07T14:13:00-04:00,2.5762,3.0082,10,0.450,667.90,668.86,0.1677,432.00,TIME_STOP,51,10.0,28.7,-0.138,16.3,-1.23
SPY,CALL,MEAN_REVERSION,2025-10-09T12:41:00-04:00,2025-10-09T12:51:00-04:00,2.5854,2.8554,10,0.450,670.29,670.89,0.1044,270.00,TIME_STOP,59,10.0,23.4,-0.118,21.8,-1.39
SPY,CALL,MEAN_REVERSION,2025-10-09T12:59:00-04:00,2025-10-09T13:09:00-04:00,2.5835,2.7725,10,0.450,669.80,670.22,0.0732,189.00,TIME_STOP,51,10.0,26.0,-0.228,25.2,-1.78
SPY,CALL,MEAN_REVERSION,2025-10-10T10:59:00-04:00,2025-10-10T11:00:00-04:00,2.5810,1.7035,10,0.450,669.16,667.21,-0.3400,-877.50,STOP_LOSS,75,1.0,14.4,-0.614,10.0,-2.02
SPY,CALL,MEAN_REVERSION,2025-10-13T10:56:00-04:00,2025-10-13T11:06:00-04:00,2.5462,2.5507,10,0.450,660.12,660.13,0.0018,4.50,TIME_STOP,57,10.0,28.1,-0.040,16.5,-1.55
SPY,CALL,MEAN_REVERSION,2025-10-15T11:35:00-04:00,2025-10-15T11:40:00-04:00,2.5708,2.2603,10,0.450,666.50,665.81,-0.1208,-310.50,STOP_LOSS,55,5.0,17.9,-0.226,26.9,-1.31
SPY,CALL,MEAN_REVERSION,2025-10-15T12:47:00-04:00,2025-10-15T12:57:00-04:00,2.5627,2.4367,10,0.450,664.40,664.12,-0.0492,-126.00,TIME_STOP,37,10.0,29.6,0.033,25.4,-1.75
SPY,CALL,MEAN_REVERSION,2025-10-15T12:59:00-04:00,2025-10-15T13:00:00-04:00,2.5615,1.9090,10,0.450,664.10,662.65,-0.2547,-652.50,STOP_LOSS,38,1.0,31.9,0.011,27.3,-1.83
SPY,CALL,MEAN_REVERSION,2025-10-16T11:27:00-04:00,2025-10-16T11:30:00-04:00,2.5689,2.1639,10,0.450,666.02,665.12,-0.1577,-405.00,STOP_LOSS,55,3.0,30.4,-0.150,11.5,-1.62
SPY,CALL,MEAN_REVERSION,2025-10-16T11:32:00-04:00,2025-10-16T11:40:00-04:00,2.5688,2.3078,10,0.450,665.99,665.41,-0.1016,-261.00,STOP_LOSS,42,8.0,29.8,-0.060,16.3,-1.31
SPY,CALL,MEAN_REVERSION,2025-10-16T11:42:00-04:00,2025-10-16T11:46:00-04:00,2.5651,2.2996,10,0.450,665.02,664.43,-0.1035,-265.50,STOP_LOSS,71,4.0,25.4,-0.103,19.8,-2.48
SPY,CALL,MEAN_REVERSION,2025-10-17T11:14:00-04:00,2025-10-17T11:19:00-04:00,2.5424,2.6054,10,0.450,659.13,659.27,0.0248,63.00,TRAILING_STOP,46,5.0,31.3,-0.041,10.2,-1.35
SPY,CALL,MEAN_REVERSION,2025-10-22T10:29:00-04:00,2025-10-22T10:39:00-04:00,2.5821,2.4111,10,0.450,669.43,669.05,-0.0662,-171.00,TIME_STOP,75,10.0,20.3,-0.346,23.8,-2.90
SPY,CALL,MEAN_REVERSION,2025-10-22T12:23:00-04:00,2025-10-22T12:30:00-04:00,2.5746,1.4991,10,0.450,667.50,665.11,-0.4177,-1075.50,STOP_LOSS,51,7.0,25.3,-0.000,25.5,-1.83
SPY,CALL,MEAN_REVERSION,2025-10-24T10:56:00-04:00,2025-10-24T11:06:00-04:00,2.6082,2.8242,10,0.450,676.20,676.68,0.0828,216.00,TIME_STOP,51,10.0,30.0,-0.110,19.9,-1.64
SPY,CALL,MEAN_REVERSION,2025-10-28T11:32:00-04:00,2025-10-28T11:42:00-04:00,2.6437,2.5492,10,0.450,685.41,685.20,-0.0357,-94.50,TIME_STOP,46,10.0,31.3,-0.040,14.9,-1.37
SPY,CALL,MEAN_REVERSION,2025-10-29T10:44:00-04:00,2025-10-29T10:54:00-04:00,2.6548,2.7403,10,0.450,688.28,688.47,0.0322,85.50,TIME_STOP,73,10.0,22.5,-0.111,8.4,-2.10
SPY,CALL,MEAN_REVERSION,2025-10-29T13:26:00-04:00,2025-10-29T13:36:00-04:00,2.6531,2.7071,10,0.450,687.83,687.95,0.0204,54.00,TIME_STOP,73,10.0,20.3,-0.489,16.9,-1.92
SPY,CALL,MEAN_REVERSION,2025-10-29T14:35:00-04:00,2025-10-29T14:39:00-04:00,2.6444,1.7264,10,0.450,685.59,683.55,-0.3471,-918.00,STOP_LOSS,83,4.0,21.3,-0.580,17.6,-4.93
SPY,CALL,MEAN_REVERSION,2025-10-30T14:15:00-04:00,2025-10-30T14:25:00-04:00,2.6332,2.7097,10,0.450,682.68,682.85,0.0291,76.50,TIME_STOP,56,10.0,25.2,-0.129,16.4,-1.39
SPY,CALL,MEAN_REVERSION,2025-10-30T14:41:00-04:00,2025-10-30T14:51:00-04:00,2.6317,2.7802,10,0.450,682.28,682.61,0.0564,148.50,TIME_STOP,35,10.0,20.1,0.043,25.4,-1.71
SPY,CALL,MEAN_REVERSION,2025-10-30T15:05:00-04:00,2025-10-30T15:15:00-04:00,2.6301,2.5491,10,0.450,681.88,681.70,-0.0308,-81.00,TIME_STOP,66,10.0,25.0,-0.114,23.1,-1.96
SPY,CALL,MEAN_REVERSION,2025-10-30T15:17:00-04:00,2025-10-30T15:22:00-04:00,2.6277,2.2722,10,0.450,681.26,680.47,-0.1353,-355.50,STOP_LOSS,72,5.0,17.2,-0.140,26.3,-2.36
SPY,CALL,MEAN_REVERSION,2025-10-31T11:39:00-04:00,2025-10-31T11:46:00-04:00,2.6346,2.6346,10,0.450,683.04,683.04,0.0000,0.00,BREAKEVEN_STOP,52,7.0,27.9,-0.339,16.0,-1.26
SPY,CALL,MEAN_REVERSION,2025-10-31T11:48:00-04:00,2025-10-31T11:58:00-04:00,2.6330,2.5115,10,0.450,682.63,682.36,-0.0461,-121.50,TIME_STOP,39,10.0,33.8,-0.077,19.1,-1.79
SPY,CALL,MEAN_REVERSION,2025-10-31T12:00:00-04:00,2025-10-31T12:09:00-04:00,2.6296,2.4991,10,0.450,681.74,681.45,-0.0496,-130.50,BREAKEVEN_STOP,76,9.0,23.4,-0.049,22.4,-2.82
SPY,CALL,MEAN_REVERSION,2025-11-04T12:19:00-05:00,2025-11-04T12:25:00-05:00,2.6074,3.1294,10,0.450,676.00,677.16,0.2002,522.00,TAKE_PROFIT,67,6.0,24.6,-0.136,15.4,-1.29
SPY,CALL,MEAN_REVERSION,2025-11-04T13:20:00-05:00,2025-11-04T13:26:00-05:00,2.6040,2.6535,10,0.450,675.12,675.23,0.0190,49.50,TRAILING_STOP,37,6.0,28.2,-0.011,23.7,-1.75
SPY,CALL,MEAN_REVERSION,2025-11-04T14:38:00-05:00,2025-11-04T14:48:00-05:00,2.6035,2.5585,10,0.450,674.98,674.88,-0.0173,-45.00,TIME_STOP,62,10.0,25.5,-0.190,16.0,-1.55
SPY,CALL,MEAN_REVERSION,2025-11-07T10:41:00-05:00,2025-11-07T10:46:00-05:00,2.5633,2.2798,10,0.450,664.57,663.94,-0.1106,-283.50,STOP_LOSS,55,5.0,27.5,-0.061,22.4,-1.68
SPY,CALL,MEAN_REVERSION,2025-11-07T10:48:00-05:00,2025-11-07T10:55:00-05:00,2.5607,2.5607,10,0.450,663.88,663.88,0.0000,0.00,BREAKEVEN_STOP,43,7.0,25.6,-0.013,25.9,-2.11
SPY,CALL,MEAN_REVERSION,2025-11-07T12:08:00-05:00,2025-11-07T12:16:00-05:00,2.5518,3.1503,10,0.450,661.59,662.92,0.2345,598.50,TAKE_PROFIT,45,8.0,29.9,-0.053,23.4,-1.94
SPY,CALL,MEAN_REVERSION,2025-11-10T10:43:00-05:00,2025-11-10T10:50:00-05:00,2.6146,2.2996,10,0.450,677.87,677.17,-0.1205,-315.00,STOP_LOSS,56,7.0,31.3,-0.101,21.8,-1.32
SPY,CALL,MEAN_REVERSION,2025-11-10T10:52:00-05:00,2025-11-10T11:02:00-05:00,2.6091,2.3031,10,0.450,676.44,675.76,-0.1173,-306.00,STOP_LOSS,90,10.0,18.5,-0.259,21.9,-3.45
SPY,CALL,MEAN_REVERSION,2025-11-11T10:35:00-05:00,2025-11-11T10:45:00-05:00,2.6187,2.7987,10,0.450,678.92,679.32,0.0687,180.00,TIME_STOP,44,10.0,27.4,0.025,23.4,-2.09
SPY,CALL,MEAN_REVERSION,2025-11-13T10:38:00-05:00,2025-11-13T10:42:00-05:00,2.6126,2.6081,10,0.450,677.35,677.34,-0.0017,-4.50,BREAKEVEN_STOP,70,4.0,20.8,-0.004,15.0,-2.12
SPY,CALL,MEAN_REVERSION,2025-11-13T10:44:00-05:00,2025-11-13T10:45:00-05:00,2.6123,2.3378,10,0.450,677.26,676.65,-0.1051,-274.50,STOP_LOSS,44,1.0,24.1,0.037,19.3,-1.91
SPY,CALL,MEAN_REVERSION,2025-11-13T10:47:00-05:00,2025-11-13T10:57:00-05:00,2.6080,2.4100,10,0.450,676.16,675.72,-0.0759,-198.00,TIME_STOP,80,10.0,16.6,-0.147,21.9,-2.67
SPY,CALL,MEAN_REVERSION,2025-11-13T11:41:00-05:00,2025-11-13T11:51:00-05:00,2.6013,2.9703,10,0.450,674.42,675.24,0.1419,369.00,TIME_STOP,72,10.0,20.8,-0.208,27.0,-1.90
SPY,CALL,MEAN_REVERSION,2025-11-13T12:59:00-05:00,2025-11-13T13:09:00-05:00,2.6003,2.5958,10,0.450,674.15,674.14,-0.0017,-4.50,TIME_STOP,37,10.0,30.5,-0.007,13.2,-1.51
SPY,CALL,MEAN_REVERSION,2025-11-13T13:17:00-05:00,2025-11-13T13:25:00-05:00,2.5982,2.2742,10,0.450,673.61,672.89,-0.1247,-324.00,STOP_LOSS,37,8.0,32.3,0.024,15.2,-1.68
SPY,CALL,MEAN_REVERSION,2025-11-13T13:27:00-05:00,2025-11-13T13:35:00-05:00,2.5958,2.2403,10,0.450,672.98,672.19,-0.1370,-355.50,STOP_LOSS,52,8.0,23.3,-0.037,18.5,-1.88
SPY,CALL,MEAN_REVERSION,2025-11-17T11:02:00-05:00,2025-11-17T11:07:00-05:00,2.5839,2.3184,10,0.450,669.89,669.30,-0.1028,-265.50,STOP_LOSS,43,5.0,33.5,-0.149,6.3,-1.52
SPY,CALL,MEAN_REVERSION,2025-11-17T11:09:00-05:00,2025-11-17T11:15:00-05:00,2.5814,2.1134,10,0.450,669.24,668.20,-0.1813,-468.00,STOP_LOSS,59,6.0,27.8,-0.215,8.9,-1.88
SPY,CALL,MEAN_REVERSION,2025-11-17T11:17:00-05:00,2025-11-17T11:26:00-05:00,2.5774,3.0904,10,0.450,668.21,669.35,0.1990,513.00,TAKE_PROFIT,78,9.0,20.5,-0.111,14.7,-2.21
SPY,CALL,MEAN_REVERSION,2025-11-17T12:59:00-05:00,2025-11-17T13:04:00-05:00,2.5813,2.2843,10,0.450,669.22,668.56,-0.1151,-297.00,STOP_LOSS,65,5.0,10.8,-0.107,25.2,-1.35
SPY,CALL,MEAN_REVERSION,2025-11-18T11:02:00-05:00,2025-11-18T11:07:00-05:00,2.5309,3.2059,10,0.450,656.16,657.66,0.2667,675.00,TAKE_PROFIT,45,5.0,28.9,-0.064,20.5,-1.80
SPY,CALL,MEAN_REVERSION,2025-11-19T12:35:00-05:00,2025-11-19T12:37:00-05:00,2.5446,2.2341,10,0.450,659.71,659.02,-0.1220,-310.50,STOP_LOSS,44,2.0,29.6,-0.113,23.3,-1.74
SPY,CALL,MEAN_REVERSION,2025-11-19T12:39:00-05:00,2025-11-19T12:41:00-05:00,2.5422,3.0012,10,0.450,659.10,660.12,0.1805,459.00,TAKE_PROFIT,54,2.0,25.4,-0.144,24.7,-1.91
SPY,CALL,MEAN_REVERSION,2025-11-19T14:26:00-05:00,2025-11-19T14:36:00-05:00,2.5446,2.6031,10,0.450,659.71,659.84,0.0230,58.50,TIME_STOP,66,10.0,22.6,-0.264,12.2,-1.52
SPY,CALL,MEAN_REVERSION,2025-11-19T14:38:00-05:00,2025-11-19T14:48:00-05:00,2.5439,2.6249,10,0.450,659.52,659.70,0.0318,81.00,TIME_STOP,51,10.0,26.7,0.015,17.0,-1.55
SPY,CALL,MEAN_REVERSION,2025-11-20T10:56:00-05:00,2025-11-20T11:00:00-05:00,2.5960,2.2945,10,0.450,673.03,672.36,-0.1161,-301.50,STOP_LOSS,43,4.0,24.2,-0.009,16.8,-1.35
SPY,CALL,MEAN_REVERSION,2025-11-20T11:02:00-05:00,2025-11-20T11:07:00-05:00,2.5925,2.3045,10,0.450,672.13,671.49,-0.1111,-288.00,STOP_LOSS,76,5.0,17.2,-0.103,19.2,-2.32
SPY,CALL,MEAN_REVERSION,2025-11-20T11:09:00-05:00,2025-11-20T11:12:00-05:00,2.5885,2.2330,10,0.450,671.08,670.29,-0.1373,-355.50,STOP_LOSS,73,3.0,12.9,-0.091,23.3,-2.78
SPY,CALL,MEAN_REVERSION,2025-11-21T10:35:00-05:00,2025-11-21T10:44:00-05:00,2.5137,3.0312,10,0.450,651.70,652.85,0.2059,517.50,TAKE_PROFIT,71,9.0,31.1,-0.209,14.5,-2.95
SPY,CALL,MEAN_REVERSION,2025-11-21T11:05:00-05:00,2025-11-21T11:08:00-05:00,2.5122,3.1197,10,0.450,651.31,652.66,0.2418,607.50,TAKE_PROFIT,57,3.0,32.9,-0.019,13.1,-2.08
SPY,CALL,MEAN_REVERSION,2025-12-02T10:32:00-05:00,2025-12-02T10:42:00-05:00,2.6282,3.1502,10,0.450,681.39,682.55,0.1986,522.00,TIME_STOP,44,10.0,31.6,-0.037,16.9,-1.91
SPY,CALL,MEAN_REVERSION,2025-12-02T11:23:00-05:00,2025-12-02T11:28:00-05:00,2.6246,2.3546,10,0.450,680.44,679.84,-0.1029,-270.00,STOP_LOSS,78,5.0,20.6,-0.065,20.2,-2.66
SPY,CALL,MEAN_REVERSION,2025-12-02T11:30:00-05:00,2025-12-02T11:40:00-05:00,2.6226,3.1671,10,0.450,679.94,681.15,0.2076,544.50,TIME_STOP,68,10.0,17.8,-0.012,24.1,-2.39
SPY,CALL,MEAN_REVERSION,2025-12-02T12:59:00-05:00,2025-12-02T13:06:00-05:00,2.6234,3.1274,10,0.450,680.14,681.26,0.1921,504.00,TAKE_PROFIT,63,7.0,19.3,-0.094,22.0,-1.71
SPY,CALL,MEAN_REVERSION,2025-12-04T14:19:00-05:00,2025-12-04T14:21:00-05:00,2.6328,2.3628,10,0.450,682.57,681.97,-0.1026,-270.00,STOP_LOSS,81,2.0,17.0,-0.154,16.4,-2.05
SPY,CALL,MEAN_REVERSION,2025-12-04T14:23:00-05:00,2025-12-04T14:32:00-05:00,2.6291,3.1376,10,0.450,681.63,682.76,0.1934,508.50,TAKE_PROFIT,75,9.0,5.1,-0.342,23.9,-2.94
SPY,CALL,MEAN_REVERSION,2025-12-05T12:35:00-05:00,2025-12-05T12:45:00-05:00,2.6414,2.8484,10,0.450,684.82,685.28,0.0784,207.00,TIME_STOP,57,10.0,21.3,-0.072,24.3,-1.93
SPY,CALL,MEAN_REVERSION,2025-12-08T13:35:00-05:00,2025-12-08T13:45:00-05:00,2.6326,2.8351,10,0.450,682.53,682.98,0.0769,202.50,TIME_STOP,39,10.0,20.1,0.001,27.3,-1.56
SPY,CALL,MEAN_REVERSION,2025-12-08T13:56:00-05:00,2025-12-08T14:06:00-05:00,2.6308,2.6668,10,0.450,682.05,682.13,0.0137,36.00,TIME_STOP,48,10.0,23.6,-0.054,26.8,-1.86
SPY,CALL,MEAN_REVERSION,2025-12-09T13:44:00-05:00,2025-12-09T13:54:00-05:00,2.6370,2.8800,10,0.450,683.67,684.21,0.0921,243.00,TIME_STOP,51,10.0,25.0,-0.035,16.9,-1.24
SPY,CALL,MEAN_REVERSION,2025-12-09T14:44:00-05:00,2025-12-09T14:54:00-05:00,2.6359,2.7889,10,0.450,683.39,683.73,0.0580,153.00,TIME_STOP,45,10.0,24.1,-0.004,18.0,-1.63
SPY,CALL,MEAN_REVERSION,2025-12-09T15:29:00-05:00,2025-12-09T15:39:00-05:00,2.6357,2.6447,10,0.450,683.33,683.35,0.0034,9.00,TIME_STOP,45,10.0,28.3,-0.025,17.3,-1.54
SPY,CALL,MEAN_REVERSION,2025-12-10T10:36:00-05:00,2025-12-10T10:46:00-05:00,2.6306,2.8151,10,0.450,682.02,682.43,0.0701,184.50,TIME_STOP,48,10.0,33.0,-0.051,6.9,-1.65
SPY,CALL,MEAN_REVERSION,2025-12-10T11:02:00-05:00,2025-12-10T11:11:00-05:00,2.6291,3.1916,10,0.450,681.62,682.87,0.2140,562.50,TAKE_PROFIT,65,9.0,31.0,-0.101,13.6,-2.16
SPY,CALL,MEAN_REVERSION,2025-12-15T12:50:00-05:00,2025-12-15T13:00:00-05:00,2.6219,2.9369,10,0.450,679.74,680.44,0.1201,315.00,TIME_STOP,48,10.0,27.4,-0.340,20.1,-1.47
SPY,CALL,MEAN_REVERSION,2025-12-15T13:26:00-05:00,2025-12-15T13:36:00-05:00,2.6214,2.8419,10,0.450,679.63,680.12,0.0841,220.50,TIME_STOP,48,10.0,28.3,-0.054,17.5,-1.46
SPY,CALL,MEAN_REVERSION,2025-12-16T12:43:00-05:00,2025-12-16T12:51:00-05:00,2.6094,2.5239,10,0.450,676.51,676.32,-0.0328,-85.50,BREAKEVEN_STOP,40,8.0,34.7,0.003,15.0,-1.84
SPY,CALL,MEAN_REVERSION,2025-12-16T12:53:00-05:00,2025-12-16T12:58:00-05:00,2.6089,2.3389,10,0.450,676.37,675.77,-0.1035,-270.00,STOP_LOSS,42,5.0,31.4,-0.000,19.2,-1.86
SPY,CALL,MEAN_REVERSION,2025-12-16T13:00:00-05:00,2025-12-16T13:10:00-05:00,2.6059,2.7679,10,0.450,675.61,675.97,0.0622,162.00,TIME_STOP,57,10.0,23.0,-0.055,22.3,-2.25
SPY,CALL,MEAN_REVERSION,2025-12-17T13:41:00-05:00,2025-12-17T13:51:00-05:00,2.5944,2.5314,10,0.450,672.62,672.48,-0.0243,-63.00,TIME_STOP,53,10.0,24.1,-0.071,12.0,-1.44
SPY,CALL,MEAN_REVERSION,2025-12-18T12:09:00-05:00,2025-12-18T12:13:00-05:00,2.6107,2.3452,10,0.450,676.86,676.27,-0.1017,-265.50,STOP_LOSS,55,4.0,13.7,-0.414,22.5,-1.25
SPY,CALL,MEAN_REVERSION,2025-12-18T14:56:00-05:00,2025-12-18T15:05:00-05:00,2.6067,3.1242,10,0.450,675.80,676.95,0.1985,517.50,TAKE_PROFIT,39,9.0,33.1,-0.078,18.7,-1.48
SPY,CALL,MEAN_REVERSION,2025-12-22T10:38:00-05:00,2025-12-22T10:48:00-05:00,2.6342,3.0257,10,0.450,682.93,683.80,0.1486,391.50,TIME_STOP,51,10.0,26.9,-0.032,12.9,-1.96
SPY,CALL,MEAN_REVERSION,2025-12-26T11:14:00-05:00,2025-12-26T11:24:00-05:00,2.6612,2.8187,10,0.450,689.93,690.28,0.0592,157.50,TIME_STOP,57,10.0,24.8,-0.294,20.8,-1.75
SPY,CALL,MEAN_REVERSION,2025-12-26T13:23:00-05:00,2025-12-26T13:33:00-05:00,2.6590,2.8705,10,0.450,689.36,689.83,0.0795,211.50,TIME_STOP,63,10.0,25.5,-0.129,17.9,-1.84
SPY,CALL,MEAN_REVERSION,2025-12-29T12:11:00-05:00,2025-12-29T12:21:00-05:00,2.6488,2.6578,10,0.450,686.72,686.74,0.0034,9.00,TIME_STOP,41,10.0,31.6,0.036,7.9,-1.64
SPY,CALL,MEAN_REVERSION,2025-12-29T12:23:00-05:00,2025-12-29T12:33:00-05:00,2.6481,2.5266,10,0.450,686.54,686.27,-0.0459,-121.50,TIME_STOP,60,10.0,27.4,-0.039,10.2,-1.87
SPY,CALL,MEAN_REVERSION,2026-01-02T11:02:00-05:00,2026-01-02T11:11:00-05:00,2.6271,2.5101,10,0.450,681.10,680.84,-0.0445,-117.00,BREAKEVEN_STOP,42,9.0,23.2,0.022,20.1,-1.89
SPY,CALL,MEAN_REVERSION,2026-01-02T11:53:00-05:00,2026-01-02T12:03:00-05:00,2.6253,2.7378,10,0.450,680.64,680.89,0.0429,112.50,TIME_STOP,41,10.0,29.6,-0.008,25.4,-1.62
SPY,CALL,MEAN_REVERSION,2026-01-02T13:08:00-05:00,2026-01-02T13:18:00-05:00,2.6261,2.8871,10,0.450,680.84,681.42,0.0994,261.00,TIME_STOP,42,10.0,29.5,0.001,19.2,-1.32
SPY,CALL,MEAN_REVERSION,2026-01-02T13:50:00-05:00,2026-01-02T14:00:00-05:00,2.6231,2.9786,10,0.450,680.07,680.86,0.1355,355.50,TIME_STOP,54,10.0,27.9,-0.433,14.2,-1.63
SPY,CALL,MEAN_REVERSION,2026-01-08T14:15:00-05:00,2026-01-08T14:25:00-05:00,2.6556,2.8311,10,0.450,688.48,688.87,0.0661,175.50,TIME_STOP,51,10.0,31.7,-0.076,17.1,-1.21
SPY,CALL,MEAN_REVERSION,2026-01-13T12:56:00-05:00,2026-01-13T13:06:00-05:00,2.6729,2.7539,10,0.450,692.97,693.15,0.0303,81.00,TIME_STOP,57,10.0,21.9,-0.118,27.4,-1.30
